palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
insulto,9,7,broker,0.7778,0.0,6
rivera,9,3,broker,0.5,-1.2247,2
predio,9,15,broker,0.5,-0.2041,2
sonreir,9,12,broker,0.5,0.0,2
tqm,9,2,periferico,0.0,-0.6742,1
quiza,9,5,broker,0.5,-1.6977,2
llama,9,8,broker,0.5,-1.4142,2
agradecido,9,4,broker,0.56,1.5112,5
distincion,9,4,periferico,0.0,-0.5812,1
soberbia,9,11,broker,0.5,-0.7746,2
pastel,9,4,broker,0.5,-0.5812,2
arroyo,9,9,periferico,0.0,-1.3416,1
conmemoramos,9,15,periferico,0.0,-0.2041,1
observar,9,11,broker,0.64,-0.7746,5
mentado,9,6,periferico,0.0,-0.9701,1
adicional,9,15,periferico,0.0,-0.2041,1
helicoptero,9,3,broker,0.72,0.0,5
zurda,9,1,periferico,0.0,0.0,2
tulipan,9,13,broker,0.5,1.2247,2
repente,9,13,periferico,0.0,-0.8165,1
citar,9,9,periferico,0.0,0.2236,1
max,9,9,periferico,0.0,0.2236,1
nombrar,9,13,broker,0.5,1.2247,2
serca,9,2,periferico,0.0,-1.3484,1
caza,9,7,periferico,0.0,-1.0,1
vocal,9,13,periferico,0.0,-0.8165,1
acerca,9,11,broker,0.5,0.2582,2
disponible,9,7,periferico,0.0,0.0,1
twitter,9,13,periferico,0.0,-0.8165,1
mamir,9,0,periferico,0.0,-0.7746,1
morado,9,4,periferico,0.0,-0.5812,1
alcanza,9,15,periferico,0.0,-1.2247,1
literal,9,4,periferico,0.0,-1.6275,1
civil,7,0,broker,0.9054,1.8204,71
proteccion,7,0,broker,0.9123,1.4353,66
americo,7,1,broker,0.8523,1.9304,44
gobernador,7,1,broker,0.8958,2.4194,68
accion,7,2,broker,0.9268,2.0135,101
cuidar,7,4,broker,0.9135,2.4351,73
importante,7,4,broker,0.9017,1.0302,77
prevencion,7,2,broker,0.8994,1.6443,52
bomberos,7,0,broker,0.8368,0.6651,24
guardia,7,3,broker,0.8858,0.3581,34
poblacion,7,5,broker,0.8943,1.7321,53
reforzar,7,2,broker,0.8928,-0.2013,25
sistema,7,5,broker,0.9046,1.7321,65
reunion,7,8,broker,0.895,1.4142,57
riesgo,7,5,broker,0.8864,1.2372,38
resultado,7,1,broker,0.874,1.1968,43
conjunto,7,1,broker,0.8673,0.7078,42
preventivo,7,2,broker,0.8235,0.1678,17
cuida,7,0,broker,0.8809,-0.8752,19
marin,7,0,broker,0.8366,-0.105,19
coordinado,7,2,broker,0.8724,-0.2013,27
antonio,7,0,broker,0.831,0.2801,19
dengue,7,2,broker,0.831,0.5369,19
dependencia,7,6,broker,0.8977,1.3229,44
gob,7,2,broker,0.8964,-0.2013,26
flores,7,0,broker,0.8431,0.6651,23
reflejar,7,1,broker,0.8472,0.2188,24
orden,7,3,broker,0.892,1.5396,50
instruccion,7,6,broker,0.8822,0.0,30
distinto,7,6,broker,0.892,0.0,36
encabezado,7,8,broker,0.8875,0.0,34
cercano,7,1,broker,0.8609,0.2188,29
operativo,7,3,broker,0.8781,1.1458,44
necesario,7,4,broker,0.8912,-0.3746,37
integral,7,7,broker,0.8887,0.0,32
incluir,7,9,broker,0.8832,0.3536,25
control,7,7,broker,0.9075,0.0,40
consejo,7,0,broker,0.8934,-1.2603,21
voluntad,7,11,broker,0.8845,-1.0,31
capacidad,7,6,broker,0.8817,0.0,26
respuesta,7,6,broker,0.8927,1.3229,34
bandera,7,1,broker,0.8281,-0.5148,16
elemento,7,3,broker,0.872,0.3581,34
seguimiento,7,8,broker,0.8476,0.0,19
permanente,7,3,broker,0.8736,-0.0358,25
cecodiat,7,7,broker,0.82,0.0,10
eficiente,7,6,broker,0.872,-1.3229,17
digital,7,10,broker,0.8798,1.4142,21
herramienta,7,10,broker,0.8608,0.0,25
violencias,7,2,periferico,0.0,-0.9396,2
ciudadana,7,6,broker,0.8443,-1.3229,17
brillir,7,11,periferico,0.0,1.0,2
descanso,7,11,broker,0.8611,1.0,12
vigilancia,7,3,broker,0.8194,1.1458,24
aviso,7,5,broker,0.6667,0.2474,6
expo,7,1,broker,0.7405,0.4633,17
triunfo,7,4,broker,0.6111,0.0937,6
juvenil,7,1,periferico,0.4444,-0.5148,6
disciplina,7,1,broker,0.7109,0.4633,16
especializado,7,7,broker,0.7654,0.0,9
valioso,7,3,broker,0.8199,-0.0358,19
coordinador,7,0,broker,0.8194,-0.8752,12
ruta,7,9,broker,0.8265,1.4142,14
abusivo,7,4,broker,0.72,-0.8429,5
indicacion,7,5,broker,0.78,-0.2474,10
institucional,7,8,broker,0.8642,-1.4142,9
plataforma,7,1,broker,0.7347,-0.7593,7
integridad,7,12,broker,0.8402,1.4142,13
otorgado,7,1,broker,0.6667,-1.2483,3
financiero,7,1,broker,0.625,-1.0038,4
comite,7,1,broker,0.8,-0.7593,10
combate,7,3,broker,0.8194,-1.2174,12
jornadas,7,2,broker,0.625,-0.9396,4
corporacion,7,3,broker,0.8125,-0.4297,16
oportuno,7,5,broker,0.8402,-0.2474,13
aplicacion,7,10,broker,0.876,0.0,11
reiterar,7,5,broker,0.8395,-0.2474,9
salvaguardar,7,12,broker,0.8163,-0.7071,7
llanta,7,2,broker,0.7812,-0.5705,8
escudo,7,4,broker,0.64,-0.3746,5
simbolo,7,1,broker,0.6122,-0.5148,7
patrio,7,1,broker,0.6122,-0.5148,7
acta,7,4,broker,0.78,0.0937,10
correo,7,4,periferico,0.4444,-0.3746,3
cerrado,7,5,broker,0.72,-0.7423,5
asimismo,7,5,broker,0.75,-0.7423,4
pieza,7,9,broker,0.8438,0.3536,8
certificacion,7,0,broker,0.6939,-0.8752,7
protocolo,7,9,broker,0.843,-0.7071,11
incidente,7,3,broker,0.625,-1.2174,4
interinstitucional,7,2,broker,0.625,-1.3088,4
conducta,7,12,broker,0.75,-0.7071,4
gallardo,7,11,broker,0.6667,-1.0,3
alvarado,7,0,broker,0.6111,-0.8752,6
podcast,7,4,periferico,0.4444,-0.3746,3
vencer,7,1,broker,0.8,-1.2483,5
llegada,7,9,periferico,0.48,0.3536,5
afluencia,7,9,broker,0.5,-1.7678,2
entusiasmo,7,1,broker,0.625,0.2188,12
artificial,7,10,broker,0.5,-1.4142,2
obedecer,7,5,periferico,0.4444,-0.2474,3
arduo,7,3,broker,0.6667,-1.6113,3
clausura,7,1,periferico,0.375,-0.7593,4
exhortar,7,5,periferico,0.0,-1.2372,1
firmeza,7,5,broker,0.6667,-1.2372,3
play,7,4,periferico,0.0,-1.3112,1
corina,0,0,broker,0.8841,0.8703,34
maria,0,0,broker,0.9011,1.3598,56
machado,0,0,broker,0.8822,0.8703,30
venezuela,0,3,broker,0.892,1.2845,52
libertad,0,3,broker,0.8731,2.1409,45
maduro,0,6,broker,0.8915,1.2649,39
gonzalez,0,0,broker,0.8828,0.3807,32
venezolano,0,0,broker,0.8809,-0.5983,23
internacional,0,4,conector_provincial,0.8481,3.6185,39
marco,0,4,broker,0.8611,0.4461,24
hora,0,1,broker,0.9004,2.0551,64
regimen,0,6,broker,0.873,1.8974,32
unido,0,1,broker,0.8053,1.3534,23
fuerza,0,5,conector_provincial,0.8813,3.1604,55
edmundo,0,0,broker,0.7107,0.3807,11
colombia,0,3,broker,0.8546,1.2845,28
rubio,0,4,broker,0.8163,0.0496,14
lucha,0,10,broker,0.8622,1.4142,30
periodista,0,2,conector_provincial,0.8503,3.0974,33
nicolas,0,6,broker,0.8284,-0.6325,13
representar,0,1,broker,0.87,1.3534,40
democracia,0,9,broker,0.85,0.0,20
politica,0,2,broker,0.8838,1.6138,40
firme,0,1,broker,0.8223,0.6516,22
liderazgo,0,4,broker,0.843,0.4461,22
mcm,0,6,broker,0.7,0.0,10
dictador,0,2,broker,0.8333,-0.859,12
valiente,0,5,broker,0.848,0.8266,25
nicaragua,0,3,broker,0.72,-0.8563,5
aliado,0,8,broker,0.8235,0.465,17
milei,0,3,broker,0.6939,-0.4282,7
caminar,0,1,broker,0.8166,-0.0501,13
decidir,0,1,broker,0.8642,-0.0501,18
resistencia,0,10,broker,0.7857,-0.7071,14
aparato,0,7,broker,0.6667,1.029,6
silla,0,7,broker,0.78,1.8865,10
funcional,0,7,broker,0.7188,1.029,8
secuestrar,0,5,broker,0.8047,0.8266,16
recoger,0,7,broker,0.625,0.1715,4
vicepresidenta,0,0,periferico,0.32,-0.1088,5
cabello,0,8,conector_provincial,0.8178,2.5574,15
amenaza,0,2,broker,0.8532,0.1301,19
lamentable,0,2,broker,0.7917,0.6247,12
diosdado,0,8,broker,0.72,-0.5812,5
mendez,0,8,broker,0.64,-0.5812,5
belleza,0,5,broker,0.8264,0.0486,11
ruso,0,3,periferico,0.375,-0.4282,4
permanecer,0,3,broker,0.75,-0.4282,8
cuitlahuac,0,5,periferico,0.375,0.0486,4
odiar,0,6,broker,0.7222,-0.6325,6
terrorismo,0,5,broker,0.8704,0.4376,18
abuelito,0,9,broker,0.7778,0.0,6
beso,0,9,broker,0.7778,0.0,6
estadounidense,0,8,broker,0.8472,-0.5812,12
ganado,0,4,broker,0.5,-0.347,2
entrenadora,0,2,periferico,0.0,-0.859,1
ponce,0,2,periferico,0.0,-0.859,1
malandro,0,1,broker,0.7107,0.3008,11
corrupta,0,2,broker,0.5,0.6247,6
gremio,0,1,periferico,0.0,-0.7519,2
hrs,0,7,periferico,0.4444,0.1715,3
nahle,0,5,broker,0.6122,0.4376,7
acordar,0,2,broker,0.8,-0.859,5
global,0,4,broker,0.72,0.0496,5
duermar,0,5,periferico,0.0,-0.7293,1
noticias,0,2,periferico,0.0,-0.3644,2
apreciable,0,5,periferico,0.0,-0.7293,1
formula,0,2,broker,0.75,-0.859,4
respaldar,0,1,broker,0.8047,-0.0501,13
pollito,0,5,periferico,0.0,-0.3404,2
orquesta,0,7,periferico,0.0,-0.686,1
dedicado,0,3,broker,0.625,-0.8563,4
debut,0,4,periferico,0.0,-0.347,1
decidido,0,5,broker,0.6875,-0.7293,8
municipales,0,4,broker,0.6667,-0.347,3
jodido,0,7,broker,0.8125,-0.686,8
extraccion,0,0,periferico,0.0,-1.5774,1
ritmo,0,4,periferico,0.4444,-0.347,3
cola,0,7,broker,0.8148,-0.686,9
libertario,0,3,periferico,0.0,-0.8563,2
movistar,0,3,periferico,0.375,-0.4282,4
padrino,0,8,broker,0.625,0.465,4
huerta,0,2,periferico,0.48,0.1301,5
cia,0,2,broker,0.7755,-0.3644,7
preocupado,0,2,broker,0.6667,0.1301,6
confiable,0,4,broker,0.5,-0.7435,2
caca,0,5,broker,0.72,-0.3404,5
fake,0,5,periferico,0.4444,-0.3404,3
news,0,8,broker,0.5,-0.5812,2
dispuesto,0,6,broker,0.625,-0.6325,4
congresista,0,1,periferico,0.375,-0.401,4
maton,0,8,periferico,0.0,-0.5812,1
vladimir,0,8,periferico,0.0,-0.5812,1
miranda,0,1,periferico,0.0,-1.1028,1
posesion,0,9,broker,0.5,0.0,2
previo,0,4,broker,0.5,-0.347,2
coincidir,0,4,broker,0.72,-0.347,5
corrar,0,7,broker,0.6667,-1.5435,3
debil,0,6,periferico,0.0,0.0,3
pachuca,0,1,broker,0.5,-1.1028,2
competitivo,0,4,broker,0.5,-0.347,2
yolanda,0,2,periferico,0.0,0.1301,3
desalojar,0,2,periferico,0.0,0.1301,3
inundar,0,2,periferico,0.375,0.1301,4
directivo,0,4,periferico,0.0,-0.7435,1
aplauso,0,1,broker,0.8,-1.1028,5
dudser,0,6,periferico,0.0,-1.2649,1
lancha,0,3,periferico,0.375,-0.4282,4
trabajando,0,7,broker,0.5,-0.686,2
ahorro,0,2,broker,0.5,-0.3644,4
destruido,0,5,periferico,0.0,-0.7293,1
solido,0,4,broker,0.5,-0.7435,2
factor,0,1,periferico,0.0,-1.1028,1
coleccion,0,4,periferico,0.0,0.0496,2
rol,0,10,periferico,0.0,-0.7071,1
facho,0,2,periferico,0.0,-1.3535,1
chivo,0,5,periferico,0.0,-1.1183,1
palabras,0,5,periferico,0.0,-0.7293,1
correismo,0,0,periferico,0.0,-1.5774,1
dejar,13,1,broker,0.9498,1.2247,137
vida,13,3,broker,0.9576,2.1573,141
madre,13,0,broker,0.9489,1.1547,114
hijo,13,0,broker,0.9441,1.1547,83
pedir,13,1,broker,0.9407,1.2247,92
mano,13,18,broker,0.9448,1.7321,86
padre,13,0,broker,0.9435,0.1443,77
mama,13,11,broker,0.9411,0.0,59
morir,13,4,broker,0.9405,0.7071,58
nombre,13,17,broker,0.9395,0.0,83
hombre,13,5,broker,0.944,1.2748,66
vivo,13,7,broker,0.9419,1.2247,71
voto,13,13,broker,0.9282,0.3922,46
hermano,13,16,broker,0.9378,0.0,60
papa,13,11,broker,0.9353,1.4142,47
dolor,13,0,broker,0.9335,0.1443,38
tocar,13,9,conector_provincial,0.9349,2.8653,65
cabeza,13,7,broker,0.9353,0.0,47
llorar,13,15,broker,0.9348,1.7889,46
edad,13,12,broker,0.9337,1.9597,40
olvidar,13,4,broker,0.9369,1.7678,56
gobernar,13,6,broker,0.9243,1.9612,55
jamas,13,5,broker,0.9344,1.2748,50
dema,13,12,broker,0.9358,0.5157,51
merecer,13,10,broker,0.9348,1.9757,46
cielo,13,0,broker,0.9248,0.1443,37
par,13,1,broker,0.915,-0.8165,20
alma,13,10,broker,0.9286,0.5388,42
nacer,13,3,broker,0.9084,-0.5883,29
soberania,13,6,broker,0.8958,1.3728,24
alla,13,2,broker,0.9248,1.0426,37
energia,13,3,broker,0.8284,0.0981,13
granhermano,13,13,broker,0.8757,1.3728,13
republica,13,6,broker,0.9306,0.1961,36
asesinar,13,7,broker,0.9008,1.2247,22
viajar,13,16,broker,0.9297,2.0,32
oposicion,13,2,broker,0.8889,2.1546,27
herido,13,9,broker,0.9062,0.7285,24
minuto,13,4,broker,0.9259,1.2374,36
porfavor,13,1,broker,0.8878,-0.8165,14
pendiente,13,14,broker,0.896,2.2188,23
hermosa,13,15,broker,0.8521,-0.8944,13
doctora,13,6,broker,0.9161,0.1961,21
profundo,13,14,broker,0.9149,0.2774,23
imaginar,13,5,broker,0.927,0.5883,39
doler,13,5,broker,0.8993,-0.0981,24
ensenar,13,15,broker,0.915,0.4472,20
mente,13,4,broker,0.9311,0.1768,30
luna,13,10,broker,0.8998,0.5388,23
rendir,13,2,broker,0.9135,-0.6255,17
peru,13,7,broker,0.8639,0.0,13
peruano,13,7,broker,0.72,-1.2247,5
suerte,13,3,broker,0.9167,0.0981,24
silencio,13,17,broker,0.8906,0.0,16
asustar,13,11,broker,0.8395,0.0,9
presidencia,13,2,broker,0.8885,1.0426,23
paro,13,8,broker,0.8906,1.7321,16
hagan,13,1,broker,0.86,-0.8165,10
borrar,13,17,broker,0.8639,0.0,13
decada,13,7,broker,0.907,-1.2247,21
rosario,13,3,broker,0.8469,0.0981,14
vuelta,13,19,broker,0.91,0.0,20
gloria,13,12,broker,0.8889,0.5157,24
amo,13,13,broker,0.875,-0.5883,12
tio,13,8,broker,0.9246,-0.5774,27
peligro,13,4,broker,0.8997,-0.3536,17
maestra,13,19,broker,0.91,0.0,20
combustible,13,10,broker,0.8878,-0.898,14
volar,13,12,broker,0.898,-0.9283,14
caber,13,12,broker,0.9067,-0.9283,15
negar,13,2,broker,0.8765,1.0426,18
resto,13,2,broker,0.8906,0.4865,16
amado,13,2,broker,0.9024,0.4865,25
vivar,13,2,broker,0.9225,0.4865,23
manos,13,8,broker,0.876,-0.5774,11
obligar,13,8,broker,0.8927,1.7321,17
preocupar,13,14,broker,0.91,0.2774,20
vacio,13,8,broker,0.8438,-0.5774,8
muchisimo,13,14,broker,0.9012,-0.6934,18
jesucristo,13,0,broker,0.7934,-0.866,11
preparado,13,10,broker,0.8994,-0.898,13
indigena,13,5,broker,0.8395,-0.7845,9
cargar,13,14,broker,0.8994,-0.6934,13
basta,13,8,broker,0.9086,0.5774,19
arrastrar,13,5,broker,0.8642,-1.4709,9
taco,13,14,broker,0.9074,-0.6934,18
cubrir,13,9,broker,0.8994,-0.34,13
estudiar,13,19,broker,0.92,0.0,20
narrativa,13,2,broker,0.7778,-0.6255,6
enterar,13,19,broker,0.875,0.0,12
huevon,13,8,broker,0.8438,-0.5774,8
mision,13,3,broker,0.8163,-0.5883,7
destino,13,18,broker,0.8438,-0.5774,8
diaz,13,6,broker,0.8611,-0.9806,12
frank,13,4,broker,0.72,-0.3536,5
extorsionador,13,8,broker,0.64,0.5774,5
actitud,13,6,broker,0.8595,-0.3922,11
coraje,13,2,broker,0.8978,-0.6255,15
encarcelar,13,9,broker,0.8333,-0.34,6
desaparicion,13,10,broker,0.8639,0.5388,13
xochitl,13,2,broker,0.8757,0.4865,13
traicionar,13,6,broker,0.9,-0.9806,10
naci,13,8,broker,0.8889,0.5774,12
animar,13,8,broker,0.8163,-0.5774,7
paisano,13,2,broker,0.8571,-0.6255,7
pintar,13,14,broker,0.6667,-0.6934,3
caido,13,12,broker,0.7934,-0.2063,11
fallar,13,6,broker,0.7755,-0.3922,7
ventana,13,9,broker,0.6667,-0.34,3
lagrima,13,15,broker,0.82,-0.8944,10
perfil,13,13,broker,0.6667,-1.5689,6
parejo,13,9,broker,0.75,-0.34,4
misericordia,13,15,broker,0.8359,0.4472,16
regreso,13,16,broker,0.8595,0.0,11
shembaum,13,9,broker,0.8,-0.8742,5
prohibido,13,4,broker,0.75,-0.8839,4
ustedes,13,16,broker,0.8642,-1.0,9
novio,13,0,broker,0.6667,-1.8764,6
exactamente,13,15,broker,0.8,-0.8944,5
agosto,13,16,broker,0.75,-1.0,4
amigos,13,10,broker,0.8438,-0.898,8
senoro,13,9,broker,0.8,-0.8742,5
corregir,13,18,broker,0.625,-0.5774,4
cochinero,13,2,broker,0.72,-1.1816,5
mona,13,13,broker,0.7778,0.3922,6
estar,13,16,broker,0.8472,0.0,12
amante,13,12,broker,0.75,-0.9283,4
elegante,13,9,broker,0.8,-0.34,5
moda,13,8,broker,0.875,-0.5774,8
callado,13,10,broker,0.8333,-0.898,6
ola,13,4,broker,0.6667,-0.8839,3
querida,13,6,broker,0.75,-0.9806,4
extremo,13,5,broker,0.625,-0.7845,4
recomendacion,13,18,broker,0.75,-0.5774,4
borracho,13,9,broker,0.625,0.1943,4
militares,13,2,periferico,0.0,-1.1816,1
habilidad,13,11,broker,0.5,-1.4142,2
bordo,13,9,broker,0.6667,-0.34,3
pas,13,2,periferico,0.0,-1.1816,2
presidento,13,3,periferico,0.0,-1.2748,1
vibora,13,2,periferico,0.0,-1.1816,1
progresar,13,8,periferico,0.0,-1.7321,1
reptil,13,4,periferico,0.0,-1.4142,1
dia,33,14,broker,0.9602,1.4142,117
gracias,33,6,broker,0.9683,1.6977,129
familia,33,9,broker,0.9567,2.0,109
apoyo,33,4,broker,0.9351,1.6925,70
vivir,33,7,broker,0.9201,0.0,71
nino,33,5,broker,0.9282,1.6925,62
amor,33,0,broker,0.922,1.4596,62
esperar,33,7,broker,0.9146,2.1213,64
compartir,33,3,broker,0.9135,1.3725,57
nina,33,5,broker,0.9126,1.6925,45
corazon,33,0,broker,0.9177,1.4596,55
necesitar,33,4,broker,0.9213,0.6509,53
alegria,33,3,broker,0.9106,0.7625,48
clabe,33,1,broker,0.7273,1.4142,11
tarjeta,33,1,broker,0.8672,0.3536,16
noche,33,2,broker,0.9086,0.1684,45
contar,33,1,broker,0.9157,0.3536,52
agradecer,33,11,broker,0.9194,1.4142,43
ayuda,33,4,broker,0.9062,1.1717,40
encontrar,33,8,broker,0.9146,1.3416,49
amigo,33,10,broker,0.9121,1.4142,46
palabra,33,13,broker,0.9012,1.0,40
familiar,33,3,broker,0.9071,0.7625,49
tarde,33,2,broker,0.9007,1.0106,45
navidad,33,2,broker,0.8667,1.0106,30
regalo,33,6,broker,0.9031,0.2425,28
convivencia,33,3,broker,0.9012,0.7625,35
humano,33,8,broker,0.9112,0.559,44
esperanza,33,0,broker,0.9031,0.5213,34
hogar,33,0,broker,0.9087,0.5213,37
navideno,33,2,broker,0.8373,1.0106,26
carino,33,0,broker,0.9107,-0.417,28
adulto,33,5,broker,0.9044,-0.3906,30
sueno,33,13,broker,0.8996,1.0,35
dificil,33,0,broker,0.9088,-0.417,25
encendido,33,2,broker,0.8047,0.1684,16
pino,33,2,broker,0.7682,0.5895,17
toby,33,1,broker,0.8255,0.3536,19
contento,33,6,broker,0.9136,0.2425,27
bendiciones,33,6,broker,0.885,-1.2127,20
solidaridad,33,9,broker,0.8951,-0.5,18
sabado,33,2,broker,0.8728,0.1684,26
amiga,33,10,broker,0.9056,-1.4142,28
cuentas,33,1,broker,0.8402,-0.7071,13
sano,33,3,broker,0.8928,-0.4575,25
donacion,33,4,broker,0.8622,-0.3906,15
viaje,33,10,broker,0.9184,0.0,25
convivir,33,9,broker,0.88,-0.5,15
diversion,33,5,broker,0.8061,-0.3906,14
febrero,33,3,broker,0.8998,-0.4575,23
especialmente,33,11,broker,0.9161,-0.7071,21
infinito,33,0,broker,0.9025,-0.417,21
espiritu,33,2,broker,0.9088,-0.6737,25
bebe,33,8,broker,0.8951,0.559,18
kongjiro,33,-1,periferico,0.0,0.0,1
thomaskong,33,-1,periferico,0.0,0.0,1
jardin,33,5,broker,0.88,-0.3906,15
divertido,33,5,broker,0.8443,-0.3906,17
diana,33,1,broker,0.8163,-1.7678,7
edicion,33,3,broker,0.9,-1.0675,20
mandir,33,4,broker,0.8978,-0.3906,15
padrisimo,33,6,broker,0.7347,0.2425,7
universo,33,8,broker,0.8757,-0.2236,13
santiago,33,9,broker,0.8438,-0.5,8
proponer,33,14,broker,0.8163,-0.7071,7
angeles,33,0,broker,0.8642,-1.3553,9
adios,33,10,broker,0.8611,0.0,12
reclamo,33,7,broker,0.72,0.0,5
album,33,3,broker,0.8395,-1.6775,9
recuperacion,33,11,broker,0.88,-0.7071,10
morenita,33,0,broker,0.7778,-1.3553,6
caja,33,2,broker,0.7901,-1.5159,9
lanzamiento,33,6,broker,0.7778,-1.2127,6
atropello,33,7,broker,0.8,-0.7071,5
solito,33,4,broker,0.7812,-0.3906,8
queja,33,7,broker,0.8,-0.7071,5
piedra,33,8,broker,0.8333,0.559,12
entrenar,33,4,broker,0.8,-1.4321,5
ampliacion,33,9,broker,0.5,-0.5,2
guerrera,33,13,broker,0.8,-1.0,5
cerramos,33,14,broker,0.6667,-0.7071,3
negligencia,33,7,broker,0.5,-0.7071,2
disfruter,33,2,broker,0.6667,-1.9369,3
desesperacion,33,8,broker,0.75,-1.0062,4
cris,33,5,broker,0.5,-0.9113,2
tanque,33,13,periferico,0.0,-1.0,1
little,33,4,periferico,0.4444,-0.9113,3
apasionado,33,8,periferico,0.0,-1.7889,1
tamara,33,5,periferico,0.0,-0.9113,1
ambiente,8,5,broker,0.8651,0.0,17
medio,8,5,broker,0.9188,1.4142,75
quedar,8,8,conector_provincial,0.9309,2.7045,90
existir,8,15,broker,0.9211,2.0,63
mexicanos,8,12,conector_provincial,0.9197,2.7091,46
area,8,3,broker,0.8954,0.2041,28
verde,8,3,broker,0.9277,0.2041,32
desfile,8,2,broker,0.7273,1.9365,11
revolucion,8,2,broker,0.8672,1.291,16
trabajador,8,11,broker,0.8962,1.5266,40
mexicana,8,2,broker,0.9044,1.291,30
bendigar,8,4,broker,0.8889,2.0094,24
libro,8,6,broker,0.858,1.9403,18
porunavidasexy,8,6,periferico,0.375,0.4851,4
stand,8,6,broker,0.7778,-0.2425,6
cuidir,8,4,broker,0.8166,0.5834,13
negro,8,1,broker,0.8719,1.7334,22
inutil,8,4,broker,0.898,1.2964,21
tren,8,1,broker,0.8469,-0.208,14
hidalgo,8,9,broker,0.9088,1.291,25
genial,8,0,broker,0.8611,0.3651,12
casas,8,9,broker,0.8642,0.2582,9
complice,8,4,broker,0.8789,-0.1296,17
acceso,8,5,broker,0.9067,0.0,15
arbol,8,3,broker,0.8356,1.2247,15
sembrar,8,3,broker,0.7755,-1.8371,7
mante,8,9,periferico,0.0,1.291,3
justificar,8,8,broker,0.8125,0.1151,8
provocar,8,1,broker,0.8359,1.2481,16
demasiado,8,7,broker,0.88,-0.3021,10
rosa,8,6,broker,0.8951,-0.2425,18
villa,8,1,broker,0.56,0.2774,5
diputado,8,11,broker,0.8587,1.5266,19
alli,8,1,broker,0.8611,2.2188,24
alimento,8,0,conector_provincial,0.7188,3.6515,16
peligroso,8,10,broker,0.875,-0.1961,8
afuera,8,14,broker,0.8611,-1.1547,12
lengua,8,10,broker,0.8571,-1.9612,7
cuanta,8,8,broker,0.8438,0.1151,8
help,8,7,periferico,0.0,2.054,4
people,8,7,periferico,0.32,2.054,5
sonrisa,8,0,broker,0.843,0.9129,11
radio,8,12,broker,0.86,0.2709,10
modos,8,8,broker,0.6667,-0.4028,3
positivo,8,0,broker,0.875,-0.7303,8
sentar,8,7,broker,0.8889,-0.3021,9
certificado,8,0,periferico,0.0,0.3651,2
despicadora,8,0,periferico,0.0,0.3651,2
avila,8,13,broker,0.75,-0.4082,4
camacho,8,13,periferico,0.0,-0.4082,1
palo,8,3,broker,0.7812,0.2041,8
felices,8,12,broker,0.75,-0.3386,4
comision,8,0,broker,0.7222,-0.1826,6
ciento,8,1,broker,0.8,-0.6934,5
nepotismo,8,14,broker,0.8889,-0.1443,9
apoyamos,8,11,broker,0.7778,-0.3592,6
mentirosa,8,10,broker,0.8438,1.5689,8
miente,8,10,broker,0.8163,1.5689,7
secundaria,8,8,periferico,0.0,-0.4028,1
larga,8,11,broker,0.9,-0.9878,10
mira,8,10,broker,0.75,-0.1961,4
troca,8,8,broker,0.6667,-0.4028,3
extranar,8,15,broker,0.86,-0.5,10
contacto,8,0,broker,0.75,-0.7303,4
procedimiento,8,8,periferico,0.0,-0.4028,1
job,8,7,periferico,0.0,-0.3021,1
armada,8,9,broker,0.75,-0.7746,4
sexta,8,9,periferico,0.4444,0.2582,3
checar,8,1,broker,0.7778,-0.208,6
semaforo,8,9,periferico,0.0,0.2582,2
reto,8,0,broker,0.75,-0.7303,4
ligado,8,12,periferico,0.0,-0.3386,1
pariente,8,4,broker,0.6667,-1.5557,3
bernal,8,8,periferico,0.0,-0.4028,1
cuarta,8,2,broker,0.75,-0.6455,4
fracaso,8,12,broker,0.6667,-0.3386,3
expresidente,8,13,broker,0.8642,-0.4082,9
pinches,8,1,broker,0.8163,-0.208,7
sombrero,8,11,periferico,0.4444,-0.3592,3
trabajadores,8,12,broker,0.5,-0.3386,2
ciro,8,10,broker,0.8,-0.1961,5
urna,8,12,periferico,0.0,-0.3386,1
fantasia,8,6,broker,0.5,-0.9701,2
fidel,8,13,broker,0.72,0.8165,5
perimetral,8,13,periferico,0.0,0.8165,2
oler,8,7,broker,0.8438,-0.3021,8
disfruten,8,4,broker,0.843,0.5834,11
veracruzano,8,4,broker,0.5,-0.8427,2
enfrentamiento,8,10,broker,0.75,-0.1961,4
donar,8,0,broker,0.8333,-0.1826,6
noble,8,0,broker,0.6667,-0.1826,3
divertir,8,0,broker,0.6667,-0.1826,3
adolfo,8,13,broker,0.6667,2.0412,6
sale,8,11,periferico,0.0,-0.9878,1
tepic,8,14,periferico,0.0,0.866,2
aportar,8,11,broker,0.8125,-0.3592,8
ordaz,8,4,broker,0.64,-0.1296,5
inundacion,8,1,broker,0.8438,-0.208,8
industria,8,0,broker,0.6667,-0.7303,3
sancionar,8,13,broker,0.6667,-0.4082,3
molly,8,14,periferico,0.0,-0.1443,1
terapia,8,14,periferico,0.375,1.8764,4
margen,8,8,periferico,0.0,-0.9207,1
amparo,8,10,broker,0.8642,-0.1961,9
golden,8,14,broker,0.5,-0.1443,2
cumplo,8,0,periferico,0.0,-0.7303,1
texto,8,6,periferico,0.0,-0.9701,1
chismoso,8,15,broker,0.5,-0.5,2
carajo,8,4,broker,0.72,-0.1296,5
