usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
YouTube::@EdilArmenta,T05_P1,5,5,3,17.6,1,17,YouTube,T05,T05_S7
Twitter::@mileniotv,T05_P1,5,6,3,17.6,1,17,Twitter,T09,T09_S1
Twitter::@Milenio,T05_P1,5,7,3,17.6,1,17,Twitter,T09,T09_S1
YouTube::@Liliana-ut6ir,T05_P1,5,8,3,20.0,2,15,YouTube,T06,T06_S5
YouTube::@GeorginafajardoIII,T05_P1,5,9,3,20.0,1,15,YouTube,T06,T06_S0
YouTube::@mar1257-j7n,T05_P1,5,10,3,21.4,1,14,YouTube,T05,T05_S4
YouTube::@latuna8395,T05_P1,5,11,3,20.0,1,15,YouTube,T05,T05_S5
YouTube::@martincendejasmedrano1529,T05_P1,5,12,3,18.8,1,16,YouTube,T08,T05_S7
YouTube::@robinsien8049,T05_P1,5,13,3,18.8,1,16,YouTube,T05,T05_S0
YouTube::@salas254,T05_P1,5,14,3,37.5,1,8,YouTube,T05,T05_S7
YouTube::@valuearts8062,T05_P1,5,15,3,15.8,1,19,YouTube,T06,T06_S0
YouTube::@marianamontalvo7530,T06_P1,6,1,28,35.9,2,78,YouTube,T06,T06_S2
YouTube::@agusacevedof,T06_P1,6,2,27,15.7,3,172,YouTube,T06,T09_S6
YouTube::@josedejesuspartidaserrano5845,T06_P1,6,3,16,12.9,4,124,YouTube,T02,T06_S2
Twitter::@Tampico_Mexico,T06_P1,6,4,14,13.3,3,105,Twitter,T14,T08_S5
YouTube::@CarlaMo-qb5cq,T06_P1,6,5,13,14.4,3,90,YouTube,T14,T14_S1
YouTube::@eduardoE5252,T06_P1,6,6,12,34.3,1,35,YouTube,T06,T06_S2
YouTube::@FromAnytown,T06_P1,6,7,12,25.5,1,47,YouTube,T06,T06_S5
YouTube::@familiabellezafitnes,T06_P1,6,8,12,48.0,1,25,YouTube,T06,T06_S2
YouTube::@nicoSaucedoEsparza,T06_P1,6,9,10,62.5,3,16,YouTube,T06,T03_S5
YouTube::@panecillog9406,T06_P1,6,10,10,83.3,1,12,YouTube,T06,T06_S9
YouTube::@YF-ew9bn,T06_P1,6,11,9,56.2,3,16,YouTube,T06,T06_S1
YouTube::@KevinSantos-so9lm,T06_P1,6,12,9,47.4,5,19,YouTube,T06,T06_S11
YouTube::@EnriqueMorales-x5p,T06_P1,6,13,9,50.0,1,18,YouTube,T06,T06_S2
YouTube::@GrandRNomada,T06_P1,6,14,9,36.0,1,25,YouTube,T06,T06_S3
YouTube::@anadiaz5794,T06_P1,6,15,8,42.1,1,19,YouTube,T06,T06_S4
YouTube::@h5jy,T06_P1,6,16,8,44.4,1,18,YouTube,T06,T06_S5
YouTube::@biolvsr1046,T06_P1,6,17,8,38.1,2,21,YouTube,T06,T21_S1
YouTube::@oliveriajaen5559,T06_P1,6,18,8,61.5,1,13,YouTube,T06,T06_S4
YouTube::@miguelahernandezc,T06_P1,6,19,7,20.6,2,34,YouTube,T06,T21_S1
YouTube::@SpecterMondragónZeldriz,T06_P1,6,20,7,70.0,2,10,YouTube,T06,T06_S0
YouTube::@davidaguirre5819,T06_P1,6,21,7,77.8,3,9,YouTube,T06,T06_S4
YouTube::@Jakesnew,T06_P1,6,22,7,31.8,2,22,YouTube,T06,T06_S2
YouTube::@IldaSoler,T06_P1,6,23,7,38.9,1,18,YouTube,T06,T06_S1
YouTube::@CristianJonathanRodríguezR-d4v,T06_P1,6,24,7,12.3,1,57,YouTube,T22,T17_S5
YouTube::@ChololokoPorro,T06_P1,6,25,7,41.2,2,17,YouTube,T06,T06_S3
YouTube::@Nascocai46,T06_P1,6,26,6,33.3,1,18,YouTube,T06,T19_S2
YouTube::@CaroDiaz-m3g,T06_P1,6,27,6,26.1,1,23,YouTube,T06,T04_S1
YouTube::@LucyHernandez-sm8bd,T06_P1,6,28,6,75.0,2,8,YouTube,T06,T06_S4
YouTube::@Josue-c7s,T06_P1,6,29,6,75.0,1,8,YouTube,T06,T06_S2
YouTube::@CristinaTorres-fw1kw,T06_P1,6,30,6,23.1,1,26,YouTube,T06,T03_S5
YouTube::@MaribelDianaGarcia,T06_P1,6,31,6,37.5,1,16,YouTube,T06,T09_S1
YouTube::@luisglez6576,T06_P1,6,32,6,66.7,1,9,YouTube,T06,T06_S1
YouTube::@martharodriguez7193,T06_P1,6,33,6,15.4,1,39,YouTube,T21,T21_S5
YouTube::@miriammartinez4530,T06_P1,6,34,6,24.0,2,25,YouTube,T06,T06_S5
YouTube::@monicagodinezamado6583,T06_P1,6,35,6,54.5,1,11,YouTube,T06,T06_S4
YouTube::@robertoperez-co5yj,T06_P1,6,36,6,50.0,1,12,YouTube,T06,T06_S2
YouTube::@ssoyluz20,T06_P1,6,37,6,27.3,1,22,YouTube,T06,T06_S5
YouTube::@enriqueymarisol1,T06_P1,6,38,6,25.0,1,24,YouTube,T06,T06_S5
YouTube::@aureliocruz6523,T06_P1,6,39,6,26.1,1,23,YouTube,T06,T06_S0
YouTube::@kikerap-trap2604,T06_P1,6,40,6,35.3,1,17,YouTube,T06,T06_S3
YouTube::@joseesparza9832,T06_P1,6,41,6,31.6,1,19,YouTube,T06,T13_S1
YouTube::@mariadelrefugiohernandezro772,T06_P1,6,42,6,50.0,1,12,YouTube,T06,T09_S1
YouTube::@mariaeugeniabrena,T06_P1,6,43,6,33.3,1,18,YouTube,T06,T06_S1
YouTube::@mcont9639,T06_P1,6,44,6,50.0,1,12,YouTube,T06,T03_S5
YouTube::@ootilootil9062,T06_P1,6,45,6,40.0,2,15,YouTube,T06,T06_S2
YouTube::@angelesaa9539,T06_P1,6,46,5,31.2,3,16,YouTube,T06,T10_S11
YouTube::@elbalopez3627,T06_P1,6,47,5,55.6,1,9,YouTube,T06,T21_S1
YouTube::@Guadalupe-x4h2e,T06_P1,6,48,5,71.4,1,7,YouTube,T06,T06_S5
YouTube::@Diosalcomando,T06_P1,6,49,5,38.5,1,13,YouTube,T06,T06_S2
YouTube::@AideGuevara-x9v6k,T06_P1,6,50,5,50.0,1,10,YouTube,T06,T06_S2
YouTube::@IsraelMartinez-p5w,T06_P1,6,51,5,45.5,2,11,YouTube,T06,T06_S2
YouTube::@MariaTorres-fj2bd,T06_P1,6,52,5,31.2,2,16,YouTube,T06,T14_S2
YouTube::@Liliana-ut6ir,T06_P1,6,53,5,33.3,2,15,YouTube,T06,T06_S5
YouTube::@GerardoAgustínGuzmánRíos-o8r,T06_P1,6,54,5,26.3,1,19,YouTube,T23,T23_S6
YouTube::@JuanAmaral-g8w,T06_P1,6,55,5,45.5,1,11,YouTube,T06,T14_S1
YouTube::@JorgeColiz-f2e,T06_P1,6,56,5,50.0,1,10,YouTube,T06,T06_S1
YouTube::@Karina1234XD,T06_P1,6,57,5,71.4,2,7,YouTube,T06,T06_S5
YouTube::@lourdesgr7663,T06_P1,6,58,5,71.4,1,7,YouTube,T06,T06_S0
YouTube::@martharaquelramirezcelesti1660,T06_P1,6,59,5,41.7,1,12,YouTube,T06,T06_S2
YouTube::@mariagora4391,T06_P1,6,60,5,21.7,1,23,YouTube,T06,T14_S1
YouTube::@josefinarizo2954,T06_P1,6,61,5,45.5,1,11,YouTube,T06,T06_S1
YouTube::@stefanicastillo3307,T06_P1,6,62,5,71.4,1,7,YouTube,T06,T06_S1
YouTube::@carlospachano6253,T06_P1,6,63,5,17.2,1,29,YouTube,T14,T14_S1
YouTube::@berthatolentino6865,T06_P1,6,64,5,29.4,1,17,YouTube,T06,T06_S5
YouTube::@jessicanavit,T06_P1,6,65,5,50.0,1,10,YouTube,T06,T06_S3
YouTube::@rosalbacid6940,T06_P1,6,66,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@supersonicgamer1551,T06_P1,6,67,5,38.5,1,13,YouTube,T06,T11_S4
YouTube::@nancyantonio4250,T06_P1,6,68,5,38.5,1,13,YouTube,T06,T06_S1
YouTube::@Origendelavida-qt6bn,T06_P1,6,69,5,41.7,1,12,YouTube,T06,T06_S0
YouTube::@marcelinatorres8357,T06_P1,6,70,5,38.5,1,13,YouTube,T06,T06_S1
YouTube::@margaritamendozamartinez4829,T06_P1,6,71,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@andresrodolfoolveramiranda,T06_P1,6,72,5,41.7,1,12,YouTube,T06,T06_S5
YouTube::@marthavaldezreyes6715,T06_P1,6,73,4,80.0,1,5,YouTube,T06,T06_S1
YouTube::@yherrera7040,T06_P1,6,74,4,33.3,2,12,YouTube,T06,T03_S5
YouTube::@spicysith9627,T06_P1,6,75,4,40.0,1,10,YouTube,T06,T11_S6
YouTube::@paulinoalvarado8388,T06_P1,6,76,4,66.7,1,6,YouTube,T06,T06_S5
YouTube::@marthadeanda635,T06_P1,6,77,4,40.0,2,10,YouTube,T06,T09_S1
YouTube::@luisameliacapistran5055,T06_P1,6,78,4,57.1,1,7,YouTube,T06,T06_S4
YouTube::@macgyver7998,T06_P1,6,79,4,33.3,2,12,YouTube,T03,T03_S3
YouTube::@marielaromero9787,T06_P1,6,80,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@jesusjaimegonzalez4872,T06_P1,6,81,4,33.3,1,12,YouTube,T06,T18_S2
YouTube::@casagame-g6r,T06_P1,6,82,4,30.8,1,13,YouTube,T06,T14_S1
YouTube::@aurelioramirez1145,T06_P1,6,83,4,33.3,1,12,YouTube,T06,T06_S6
YouTube::@coralochoa4333,T06_P1,6,84,4,15.4,1,26,YouTube,T06,T14_S5
YouTube::@florarriaga3630,T06_P1,6,85,4,57.1,1,7,YouTube,T06,T06_S2
YouTube::@josemaximinoescobarespindo7476,T06_P1,6,86,4,26.7,1,15,YouTube,T06,T14_S1
YouTube::@estefanyanayuscangasalomon6524,T06_P1,6,87,4,40.0,2,10,YouTube,T06,T09_S6
YouTube::@alis924,T06_P1,6,88,4,66.7,1,6,YouTube,T06,T06_S2
YouTube::@albertovazquez9058,T06_P1,6,89,4,50.0,1,8,YouTube,T06,T06_S1
YouTube::@VictorAguilar-ws6ok,T06_P1,6,90,4,28.6,1,14,YouTube,T21,T06_S1
YouTube::@TribunaVecinal,T06_P1,6,91,4,21.1,2,19,YouTube,T09,T09_S1
YouTube::@TeresaAcostaMontero,T06_P1,6,92,4,33.3,1,12,YouTube,T06,T06_S2
YouTube::@andradever118,T06_P1,6,93,4,57.1,2,7,YouTube,T06,T06_S3
YouTube::@Lachicadehumo4120,T06_P1,6,94,4,40.0,1,10,YouTube,T06,T06_S9
YouTube::@LulyBarba,T06_P1,6,95,4,23.5,2,17,YouTube,T04,T04_S4
YouTube::@MariaCoreyLoyaReyes,T06_P1,6,96,4,33.3,1,12,YouTube,T22,T22_S0
YouTube::@JuliAlcantar-t6g,T06_P1,6,97,4,23.5,1,17,YouTube,T06,T14_S1
YouTube::@BillGoldbergAustin,T06_P1,6,98,4,50.0,1,8,YouTube,T06,T06_S2
Twitter::@yeyefons,T06_P1,6,99,4,50.0,1,8,Twitter,T06,T08_S2
YouTube::@Asesorgalindo2026,T06_P1,6,100,4,66.7,1,6,YouTube,T06,T06_S1
YouTube::@AtanasiaVázquezHernández,T06_P1,6,101,4,80.0,1,5,YouTube,T06,T06_S2
YouTube::@Esme-f2w,T06_P1,6,102,4,66.7,1,6,YouTube,T06,T06_S7
YouTube::@Atlas3ISam,T06_P1,6,103,4,44.4,2,9,YouTube,T06,T14_S1
YouTube::@FelisaSánchez-y5b,T06_P1,6,104,4,20.0,3,20,YouTube,T06,T21_S1
YouTube::@Macon-xh5ik,T06_P1,6,105,4,15.4,1,26,YouTube,T24,T04_S0
YouTube::@lourdesvelez3320,T06_P1,6,106,4,16.7,1,24,YouTube,T21,T21_S4
YouTube::@liliaprado2136,T06_P1,6,107,4,50.0,1,8,YouTube,T06,T06_S4
YouTube::@losjuguetesfamosos9491,T06_P1,6,108,4,26.7,2,15,YouTube,T06,T06_S1
YouTube::@normapatriciaojeda582,T06_P1,6,109,4,57.1,1,7,YouTube,T06,T04_S2
YouTube::@ursulauscangagalicia9435,T06_P1,6,110,4,80.0,1,5,YouTube,T06,T06_S1
YouTube::@marcelahernandez5450,T06_P1,6,111,4,50.0,1,8,YouTube,T06,T06_S9
YouTube::@lacrudarealidad-x5o,T06_P1,6,112,4,25.0,1,16,YouTube,T06,T01_S6
YouTube::@gabrieljuarez6721,T06_P1,6,113,4,80.0,1,5,YouTube,T06,T06_S4
YouTube::@javierchavezluna2943,T06_P1,6,114,4,28.6,1,14,YouTube,T06,T06_S5
YouTube::@jaibitamor,T06_P1,6,115,4,36.4,1,11,YouTube,T06,T06_S3
YouTube::@henryhernandez7714,T06_P1,6,116,4,40.0,1,10,YouTube,T06,T06_S6
YouTube::@angelicaherrera582,T06_P1,6,117,4,30.8,1,13,YouTube,T06,T06_S4
YouTube::@cuauhtemoc8350,T06_P1,6,118,4,14.3,1,28,YouTube,T06,T20_S0
YouTube::@angelgmtz1,T06_P1,6,119,4,57.1,1,7,YouTube,T06,T06_S7
YouTube::@NinfaReguera,T06_P1,6,120,4,13.8,1,29,YouTube,T10,T10_S2
YouTube::@MsBthy,T06_P1,6,121,4,40.0,2,10,YouTube,T06,T06_S1
YouTube::@Oscar-mex-v9s,T06_P1,6,122,4,50.0,2,8,YouTube,T06,T06_S0
YouTube::@TheCatbert2010,T06_P1,6,123,4,21.1,3,19,YouTube,T06,T06_S2
YouTube::@DianaArriaga-e7k,T06_P1,6,124,3,50.0,2,6,YouTube,T06,T06_S5
Twitter::@FcoJavyer48668,T06_P1,6,125,3,37.5,1,8,Twitter,T06,T06_S1
YouTube::@DylanFernando-t4g,T06_P1,6,126,3,21.4,1,14,YouTube,T03,T03_S5
YouTube::@Ecos_Criminales,T06_P1,6,127,3,12.5,1,24,YouTube,T14,T14_S1
YouTube::@ArelyAntonietaVillamarFlores,T06_P1,6,128,3,50.0,1,6,YouTube,T06,T06_S9
Twitter::@rojasal07,T06_P1,6,129,3,27.3,1,11,Twitter,T06,T03_S5
YouTube::@MrCharrito58,T06_P1,6,130,3,30.0,2,10,YouTube,T06,T06_S2
YouTube::@MegaJorgecortes,T06_P1,6,131,3,25.0,1,12,YouTube,T06,T22_S5
YouTube::@MarisolMartinez-u2k,T06_P1,6,132,3,37.5,1,8,YouTube,T06,T06_S0
YouTube::@ManzanitaLGL,T06_P1,6,133,3,18.8,1,16,YouTube,T06,T18_S4
YouTube::@MarcosGarcialopez-h7y,T06_P1,6,134,3,30.0,2,10,YouTube,T06,T06_S11
YouTube::@LaChefcita23,T06_P1,6,135,3,15.8,1,19,YouTube,T02,T02_S0
YouTube::@LourdesJovitaSolisCruz-g5h3v,T06_P1,6,136,3,16.7,2,18,YouTube,T19,T19_S2
YouTube::@MagdalcocerUva,T06_P1,6,137,3,30.0,1,10,YouTube,T06,T08_S5
YouTube::@JavierLópez-m6s5f,T06_P1,6,138,3,25.0,2,12,YouTube,T05,T05_S0
YouTube::@GuadalupeGarcia-s6j,T06_P1,6,139,3,33.3,1,9,YouTube,T06,T06_S11
YouTube::@JorgeCatarino-r7c,T06_P1,6,140,3,30.0,1,10,YouTube,T06,T22_S3
YouTube::@KarmenGuadalupe-z8t5c,T06_P1,6,141,3,33.3,1,9,YouTube,T06,T13_S1
YouTube::@FabiolaVillegas-y7h,T06_P1,6,142,3,30.0,1,10,YouTube,T06,T15_S0
YouTube::@Elena-123-t4o,T06_P1,6,143,3,21.4,1,14,YouTube,T22,T22_S7
YouTube::@FreddyFernandez-b5n,T06_P1,6,144,3,33.3,1,9,YouTube,T06,T06_S6
YouTube::@GarciaValent,T06_P1,6,145,3,13.6,2,22,YouTube,T21,T03_S3
YouTube::@ElMacabeo72,T06_P1,6,146,3,42.9,1,7,YouTube,T06,T06_S11
YouTube::@CelinaRomanGonzalez-iu2zd,T06_P1,6,147,3,33.3,3,9,YouTube,T06,T20_S1
YouTube::@AmeliaMendoza-y5z,T06_P1,6,148,3,50.0,2,6,YouTube,T06,T06_S4
YouTube::@CandidoRubioSuarez,T06_P1,6,149,3,25.0,2,12,YouTube,T06,T06_S0
YouTube::@4S1SL4V1D4,T06_P1,6,150,3,50.0,1,6,YouTube,T06,T17_S2
YouTube::@AldoantonioRochamar-pm5wz,T06_P1,6,151,3,60.0,1,5,YouTube,T06,T08_S6
YouTube::@MundoJacc,T06_P1,6,152,3,21.4,1,14,YouTube,T06,T10_S2
YouTube::@RuthFragoso-d3o,T06_P1,6,153,3,30.0,2,10,YouTube,T06,T11_S2
YouTube::@VeronicaRodriguezcervant-l6g2l,T06_P1,6,154,3,14.3,1,21,YouTube,T14,T14_S2
YouTube::@amandadominguez5396,T06_P1,6,155,3,60.0,1,5,YouTube,T06,T06_S1
YouTube::@adrianabonilla5283,T06_P1,6,156,3,25.0,1,12,YouTube,T06,T08_S2
YouTube::@RosateresaRamirez,T06_P1,6,157,3,50.0,1,6,YouTube,T06,T06_S2
YouTube::@MrLaboratorista,T06_P1,6,158,3,60.0,1,5,YouTube,T06,T06_S4
YouTube::@angievillasenor8179,T06_P1,6,159,3,37.5,1,8,YouTube,T14,T06_S1
YouTube::@anifcolin5370,T06_P1,6,160,3,33.3,2,9,YouTube,T06,T03_S6
YouTube::@araceliramirez5439,T06_P1,6,161,3,30.0,2,10,YouTube,T21,T21_S2
YouTube::@jazminlobo3229,T06_P1,6,162,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@hectorortega5559,T06_P1,6,163,3,37.5,1,8,YouTube,T06,T08_S7
YouTube::@holaholaoficial,T06_P1,6,164,3,42.9,1,7,YouTube,T06,T06_S7
YouTube::@irmagalicia5716,T06_P1,6,165,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@felixurantiajimenezlopez6539,T06_P1,6,166,3,50.0,1,6,YouTube,T06,T06_S1
YouTube::@evanndiaz3756,T06_P1,6,167,3,33.3,1,9,YouTube,T06,T01_S4
YouTube::@gabisanchez4697,T06_P1,6,168,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@genovevavazquez1910,T06_P1,6,169,3,27.3,3,11,YouTube,T03,T03_S5
YouTube::@eltiowodi,T06_P1,6,170,3,33.3,1,9,YouTube,T06,T06_S7
YouTube::@berthaavilesbastida5252,T06_P1,6,171,3,25.0,1,12,YouTube,T09,T09_S0
YouTube::@eunicemedina7588,T06_P1,6,172,3,42.9,1,7,YouTube,T06,T06_S12
YouTube::@alexandragallego8476,T06_P1,6,173,3,50.0,1,6,YouTube,T06,T06_S3
YouTube::@angelrocha962,T06_P1,6,174,3,30.0,1,10,YouTube,T06,T09_S1
YouTube::@liligomez2159,T06_P1,6,175,3,25.0,1,12,YouTube,T06,T03_S3
YouTube::@juliorios1593,T06_P1,6,176,3,50.0,1,6,YouTube,T06,T06_S7
YouTube::@juanrocha9027,T06_P1,6,177,3,23.1,1,13,YouTube,T06,T06_S2
YouTube::@mar1257-j7n,T06_P1,6,178,3,21.4,1,14,YouTube,T05,T05_S4
YouTube::@leslie114,T06_P1,6,179,3,30.0,2,10,YouTube,T06,T06_S5
YouTube::@liliamendoza4612,T06_P1,6,180,3,60.0,1,5,YouTube,T06,T06_S4
YouTube::@pablomelendez4473,T06_P1,6,181,3,27.3,1,11,YouTube,T06,T06_S8
YouTube::@martincendejasmedrano1529,T06_P1,6,182,3,18.8,1,16,YouTube,T08,T05_S7
YouTube::@maye-lla007,T06_P1,6,183,3,16.7,1,18,YouTube,T21,T21_S2
YouTube::@miguelvazquez9215,T06_P1,6,184,3,42.9,1,7,YouTube,T06,T06_S1
